vector,label
"[35.12838843330751, 35.86717482802006, 35.29918533173513, 35.10953083626663, 34.93196657492566]",0
"[34.4710228114631, 35.241145200914936, 36.09873598617846, 64.48697908291433, 36.845625796784304]",1
"[35.04850198148143, 34.385188453224174, 35.20156248767588, 35.52789036478877, 35.36558032595165]",0
"[35.845529503647775, 36.88752041539638, 54.367231889790865, 37.32469418282552, 34.64810807935511]",1
"[35.86129338770518, 35.39543123376344, 34.90286943141032, 34.638867302998484, 35.232603713296584]",0
"[35.343019021436156, 35.05515394716393, 35.074429806845345, 34.92475326662761, 34.99890104170881]",0
"[35.53405653108745, 35.56024715432188, 34.399929246602085, 35.05555154981447, 34.51835946013212]",0
"[34.46572181932056, 35.2343811146078, 34.663372264809404, 35.25945059507046, 53.89164892477111]",1
"[35.51285673203573, 35.81551085583143, 34.841482683262946, 35.578178123205156, 33.9515953456768]",0
"[36.75411632404444, 54.305973206757315, 36.690378166134934, 35.528167165092725, 35.382675795852826]",1
"[34.96737199213932, 35.611699145360575, 35.27459305605266, 35.68683549322253, 34.67828920291071]",0
"[35.12010147052808, 34.82816173043987, 35.32236532293543, 34.91217913316233, 34.899259121099966]",0
"[34.46940414088928, 35.12328165353456, 35.44619574963792, 35.4032782443641, 33.79358720591628]",0
"[34.352141722471735, 35.80205621021864, 34.924949460355506, 34.94042350834221, 35.46613417645568]",0
"[35.07865811798676, 34.74696394304417, 34.916061220589235, 35.758864274954355, 34.44744353875125]",0
"[35.52048993509167, 34.87504315392343, 34.8915085139519, 35.74516523590939, 34.742850562032146]",0
"[35.33402334614446, 34.85477861968212, 34.42717318954044, 34.93359205212214, 35.46757054973115]",0
"[34.9256431289511, 35.21976873079207, 35.075421326112064, 35.01873254319898, 34.83300087090633]",0
"[35.05271292020701, 34.18684261920008, 34.82067133775002, 34.27842254987364, 35.10787953872391]",0
"[35.141864194558366, 34.68157390020187, 35.32052304338297, 35.15833222045446, 35.1174288348993]",0
"[34.855438455785944, 35.1891172014739, 35.421682814254304, 34.73582272369594, 34.673262229655926]",0
"[52.24667726078334, 36.567159078301124, 33.953083962244825, 34.2741091649731, 35.072696411931815]",1
"[35.060949682927564, 35.19860201534331, 35.03039091616909, 35.6149519230924, 35.630313378344866]",0
"[35.463604255545185, 34.537679891404984, 35.14543115439618, 34.653518927719624, 34.79971585376259]",0
"[34.59065511940526, 35.00428497065109, 35.21764963343502, 35.03147681993627, 34.52265252385483]",0
"[34.38958592480696, 34.695166077901945, 34.688944657049625, 35.313709266842835, 34.872287656500674]",0
"[34.92453346443795, 34.93722597320687, 35.43873925914246, 38.26540383994284, 55.77673240916195]",1
"[34.90067766672523, 35.561000610514256, 35.17529655720701, 34.831561245973674, 35.404229484519014]",0
"[35.082891978404604, 34.42638770841916, 35.250762522388115, 35.11993008071012, 34.25734343111037]",0
"[34.13958273791842, 35.05452040214811, 35.273342501831706, 35.24343202005108, 34.455608090438176]",0
"[34.861196020355365, 35.266635967611435, 34.385699116483245, 35.03411319287166, 35.08533170775906]",0
"[35.36950238762559, 34.01844322786749, 37.13658562784163, 56.060440067286024, 36.43024735535971]",1
"[34.87350426894711, 35.38159689208734, 34.69474295956693, 35.46278195383921, 35.216213264497846]",0
"[34.37037062994651, 35.04023736707189, 34.41640721640521, 35.381019127372596, 34.327730210891474]",0
"[34.27529851411234, 34.54507823549036, 36.79254806443857, 56.261761069601704, 37.982358668739096]",1
"[35.116401816948155, 35.429959899418044, 34.72087603994931, 34.76866971319208, 34.661018984860114]",0
"[35.31396185895495, 35.65331048383162, 35.1034969977249, 34.750688002515396, 34.79185558914532]",0
"[34.555074283917435, 35.292458147823424, 34.57482849505106, 34.89814677381376, 34.53241546208031]",0
"[34.24021476015142, 33.98401783867773, 34.644015395871584, 35.087231399114465, 34.87287377347409]",0
"[34.91057004501791, 34.57144804784532, 34.62732737513615, 34.57291906284226, 35.08449346446402]",0
"[35.81906193485742, 34.9454509960974, 34.45228783791467, 35.5090493325178, 34.60057343408432]",0
"[35.223013056550926, 34.82293783613194, 35.03243328231917, 36.37306537271822, 34.70098949256816]",0
"[34.765327824121016, 35.15009418044103, 34.99122129446749, 34.837571639521805, 34.72463698273256]",0
"[35.23619754648012, 35.43095062705055, 34.61916637134047, 34.545426759472925, 35.731962495218866]",0
"[34.42993753109505, 35.28613337964191, 35.17565094928752, 34.55881218043025, 35.303797437198035]",0
"[34.55871346149077, 34.56417956061478, 34.444179904611794, 35.3337132821007, 34.82026166097904]",0
"[35.43410052814798, 34.675943987742514, 35.24586503445014, 35.562964237863156, 34.96559459476274]",0
"[34.54981890149992, 34.86297162307505, 35.50269498835253, 35.29563753449705, 34.8456047625885]",0
"[34.30225105017844, 35.286214714022684, 35.65236250163215, 35.659437630820435, 35.17311607985381]",0
"[34.92358833144016, 34.68555149190394, 34.770959273075746, 34.34009987839413, 35.85382062356506]",0
"[34.989214244286785, 35.95376205538715, 34.97020103385073, 34.35267282735601, 35.744626040910994]",0
"[34.656069190452996, 34.824836715593804, 35.65942043599824, 35.58350928430651, 34.18951743366646]",0
"[35.00042190797673, 34.564185997959406, 35.21565528882822, 35.724870836638004, 34.79300407101521]",0
"[35.59728912026162, 34.62854228984826, 35.868908206328584, 34.669738443627786, 34.814664812865466]",0
"[35.11878294710292, 34.439762221332536, 35.6198435412845, 34.571993238348355, 35.24558062563193]",0
"[34.48434798421003, 35.04391317844494, 34.9957895298316, 34.84470363720432, 35.1956876775026]",0
"[34.5532670971055, 35.608746306667, 35.08097894276559, 33.88342238483127, 35.80222463035519]",0
"[35.18108544889454, 35.621426088624844, 34.92922537710985, 34.09495386946176, 34.83211285203487]",0
"[34.50957201550411, 34.98460701508609, 34.80690925505378, 35.083604912028015, 34.29423676774771]",0
"[37.31900383109751, 59.42149827416001, 37.51275426568875, 34.32307898045985, 34.829971609697765]",1
"[35.66335973592317, 34.52757484090488, 35.29522147414372, 35.532202446077946, 34.99596409265739]",0
"[35.39540425688766, 35.41657585375086, 35.62790220396488, 34.85286711945365, 34.95508036664506]",0
"[35.32164914040819, 34.701742380131904, 35.01922028266659, 34.72057173518006, 34.0683835510292]",0
"[35.133966057506825, 35.68097201876318, 34.85117412759602, 35.03371895636412, 34.81875801944883]",0
"[34.703614662957456, 35.05444178555419, 35.429172439198716, 35.88633733433917, 35.33059062282737]",0
"[34.615454478975415, 34.42919374851535, 35.52273223430698, 35.12668599661547, 34.755814702623034]",0
"[34.577531145437675, 34.67691105332197, 35.49336996371971, 34.99105625119086, 34.43981200915024]",0
"[35.34903159589269, 35.12404103845268, 34.88354713168226, 35.24308609938892, 34.6689264170908]",0
"[35.385561838976784, 34.430055639338256, 34.6386229094562, 34.44924678359765, 34.83337637605044]",0
"[34.69701958663874, 34.85494163249303, 35.00190713271053, 35.221701015963504, 35.05861282910603]",0
"[35.100743881301405, 35.64172957724654, 34.893403775637566, 34.416665624254414, 35.38055272499198]",0
"[35.73434781821597, 35.074915477655864, 35.33581368911449, 34.73775332514146, 35.074270141503554]",0
"[35.25481012751794, 35.15143023071833, 34.78412093887473, 35.65225191685561, 35.069126433641465]",0
"[35.372079282216156, 35.16231159465142, 35.3494696890668, 35.3733013186344, 34.91353794024019]",0
"[35.33347152514501, 35.86418229074371, 35.79959680555884, 35.305616568019246, 35.67490208926208]",0
"[34.47681146253453, 35.58895852269143, 35.02995043915546, 34.28522583848809, 35.0660842346117]",0
"[35.39051851923251, 34.72158893148154, 35.774852632249726, 35.539691071305086, 34.48995445413193]",0
"[35.40363610506886, 35.04478907499861, 34.77932790247559, 34.873347342965815, 34.822001998913635]",0
"[34.51349159096714, 34.820670757310964, 35.277075564653806, 37.751649264405444, 52.06278670174556]",1
"[59.62330879177993, 35.99258370394435, 34.65625147323285, 35.41200099542669, 34.34073883255696]",1
"[34.45468937718194, 34.74566132056652, 35.10058937778848, 34.87154080797868, 35.01322556229179]",0
"[35.01901384886604, 35.09331189082242, 34.58621480752002, 34.864256091767494, 35.231044934308684]",0
"[35.11209166228627, 35.437322653206934, 34.70151028983469, 35.362504565367445, 35.58664989610909]",0
"[34.94296388326814, 35.1063720577473, 35.09007577371986, 35.21426823574793, 35.15516844596013]",0
"[35.58779508312256, 35.205345974245276, 35.345800681409024, 35.13261069220028, 34.583291887191486]",0
"[35.1733441408418, 34.90801759094165, 34.74596503234112, 34.64225174247645, 34.97184116777013]",0
"[34.75701435922689, 35.81586890628265, 35.63870875920866, 34.8932278817401, 35.28366286874922]",0
"[35.462784998823295, 34.93086425124181, 35.73929334718716, 35.368844147256226, 34.95931635449554]",0
"[34.280280348179446, 34.61361791670701, 35.127477017112184, 34.824694420391666, 34.99169869536063]",0
"[34.685074583212675, 35.098769092455505, 34.8166791847981, 34.3789176500913, 34.86334269948052]",0
"[34.77118964511476, 34.37933694432327, 35.569270874530304, 36.90545287629384, 59.75102783400517]",1
"[35.300149924597, 34.96696190441533, 35.306917450594966, 34.40773815228789, 34.58533765297528]",0
"[35.218091036393936, 38.023632941157786, 59.80800958401655, 37.71658059359647, 34.67062243832266]",1
"[34.9880256492659, 34.71642531454377, 34.93590475368413, 35.288912049453884, 34.200494422330664]",0
"[35.085210290557946, 34.67818336585862, 34.741367113847446, 35.45526910771243, 35.118175865863456]",0
"[35.373451851283555, 34.29449011369948, 34.835913272291336, 34.8185331501108, 34.76422813149956]",0
"[35.17609380175209, 35.35836859246838, 34.557288452047416, 34.614934974248, 34.49921702703707]",0
"[35.45904266984271, 34.794106031172674, 34.95944768751971, 34.86711572823583, 34.614537366039585]",0
"[35.14930438946018, 35.15321074790288, 35.376530233819814, 34.90983196705677, 34.88116503151044]",0
"[34.765791301288914, 35.59525662670923, 35.40302679415925, 34.983845916846555, 35.25958944240802]",0
"[34.765662501050556, 35.82178990479412, 34.76337349989331, 34.8481244178199, 34.85158739284208]",0
"[35.68049398613723, 35.059040974394726, 35.433767425373155, 34.955961216672534, 34.51481001152935]",0
"[35.310192069548805, 34.74941738146798, 34.47259099543818, 34.83356978233593, 35.25266284039635]",0
"[35.705714023525026, 34.44500882620203, 34.12037680361248, 35.37206279895668, 35.12002050357974]",0
"[34.7746108357706, 35.16734476665344, 35.2917772295124, 35.764827498614835, 34.9478632270872]",0
"[35.51192006865226, 34.81929762336196, 34.7961325037545, 38.025504646141236, 55.59298953164486]",1
"[34.47921638959362, 35.38527723885617, 34.21476997282056, 35.045339302069316, 34.870103094383616]",0
"[34.85079192307398, 34.46707788259343, 34.185639025997204, 34.73563660957597, 34.53391279918799]",0
"[34.82983239007802, 35.035214438449955, 34.70329590739898, 34.570989879203616, 35.116016545742205]",0
"[36.853559303095516, 62.68198420934889, 37.04320496984426, 35.11419657446473, 35.84349937199945]",1
"[35.64542462043691, 34.49464762357342, 34.47030031312787, 35.02588694887502, 35.222799576069]",0
"[34.94731777497029, 37.194004708726375, 57.36170105010758, 38.212949423092624, 34.83285175288724]",1
"[34.64124816543355, 34.57188468336157, 34.9544873742745, 34.496660033086805, 34.74648317852132]",0
"[34.82769210424309, 35.37771389167972, 34.81084977638818, 34.43717435580099, 34.821010690908146]",0
"[35.075433164951086, 35.22436722336534, 34.63133637819448, 35.258950046340566, 35.554730237576415]",0
"[35.19580664725672, 35.09551834300918, 34.8207552775626, 34.75568199886064, 34.188021972325885]",0
"[36.854170396540674, 60.63551034252778, 36.27380346380788, 35.20050993961634, 34.68543889172186]",1
"[35.40679827426903, 35.04524423274961, 35.59879809906451, 35.067575067142506, 35.127449878128004]",0
"[34.89064914464175, 35.590565597137875, 34.15860288727927, 34.78686721555178, 34.87797840242078]",0
"[37.00678729724183, 50.35682884669515, 35.17771777304579, 35.076154894909855, 34.43790898236949]",1
"[35.14794418948814, 34.89528732161548, 34.66691459488609, 34.37848695600114, 34.726860862219304]",0
"[35.12424952808619, 34.94982112245337, 35.26649751971444, 34.68466789259101, 35.64239740862619]",0
"[34.90481863345419, 34.661921828374304, 35.52406369255658, 35.54302659118519, 34.963932273164225]",0
"[34.80627915333339, 35.36402985557425, 34.64234521273464, 35.37407661671712, 34.44512779201568]",0
"[34.96664269083865, 35.00470220287729, 35.48323978445622, 34.268312146500044, 35.09377468878715]",0
"[34.951715813289596, 35.001163314863234, 34.646357781679285, 34.47924206780376, 34.814745175299734]",0
"[34.9033344861319, 35.59007339132353, 35.04455265741258, 34.9982894981317, 35.27933851704576]",0
"[34.35525814363688, 35.28902657886041, 35.36615045652299, 35.36285754702185, 34.86680237508801]",0
"[34.50590000162786, 34.60602859776216, 35.09898154757869, 35.21470593809492, 35.51061991020564]",0
"[35.6085736180058, 35.34849931235571, 35.01357151935656, 35.10596798268408, 34.90587505209809]",0
"[35.421947380868595, 35.237708619734455, 35.08634386894424, 34.49775978478405, 35.41866455398312]",0
"[34.38924545375051, 35.49271287495222, 35.39385180159069, 34.36517247196551, 34.98061426558285]",0
"[34.50344229602852, 34.94215227205089, 35.22206798940764, 34.94534476011729, 34.45445279015183]",0
"[35.10433091087571, 35.10379508262657, 34.9891060757758, 34.581944410082876, 34.86008733518748]",0
"[35.10741086736735, 34.93798007147934, 35.84504884772254, 35.102431774980786, 34.91729546637665]",0
"[35.19303918060967, 34.55782705870891, 35.16830207994123, 35.64671769100937, 34.646491472570666]",0
"[35.11953400762737, 35.30684523857793, 34.32266051677116, 35.65555557228755, 34.58200072437271]",0
"[34.86597837694537, 35.15226887105525, 34.9069588463676, 35.32117466684659, 35.06037016679014]",0
"[35.22790051640187, 35.02998936948135, 35.58880064582714, 34.193800796402726, 35.145637698645494]",0
"[34.8797539488797, 34.616386953207716, 34.675355995770865, 34.771208008728216, 35.23136421469312]",0
"[34.641547825501405, 34.934726569455435, 35.110099548046314, 34.53768333956028, 35.44493946103466]",0
"[35.968635721575055, 34.730393077117405, 35.367778873767286, 34.87612820783211, 35.21334698257078]",0
"[34.92731792180549, 35.88346465199244, 34.870267273753264, 35.317572163657125, 35.242946461047076]",0
"[35.65885184187243, 64.05179336807011, 37.8265203101574, 35.33780737583075, 34.78531783271709]",1
"[34.74665013298494, 35.390721302224854, 35.34113336996512, 35.38235065894579, 35.104560814216086]",0
"[34.684689415551084, 34.51281064812216, 34.20274538170709, 34.97692729683826, 35.767667503517416]",0
"[35.191157822415335, 34.96810390258408, 34.39170151334684, 34.732827973371634, 35.001975510249416]",0
"[34.9111122097288, 35.3633358760677, 34.936557292042544, 35.27812239809574, 34.95431269594745]",0
"[34.92409313342252, 35.503653411839906, 34.69920902631562, 34.88677885283142, 34.4829050389502]",0
"[35.038695741838694, 35.42780040041352, 35.272560764053445, 35.29360472396756, 35.42121695040907]",0
"[35.25008727478692, 35.30330377285968, 35.16148963083105, 34.60984458185154, 35.210438039866894]",0
"[35.37835454992964, 34.64323613791252, 35.09439599241288, 35.43312522862845, 34.85060941784457]",0
"[34.47155737053765, 35.02461358874518, 35.637474223808674, 34.634821832289134, 34.95784397183777]",0
"[34.699587621128664, 34.85641308237718, 35.09390851242036, 35.590725443450474, 34.713342389612656]",0
"[36.80168903477317, 62.795610516390425, 36.691972042310134, 34.38611997591515, 34.65949512039579]",1
"[34.95767469220935, 35.01634615461136, 35.4689796750083, 34.671359806170884, 34.6880247504031]",0
"[34.697265103790855, 36.14923764826569, 63.527876303573784, 36.43258703138222, 34.684343677273574]",1
"[35.36530354103761, 35.377005257205575, 34.89501291917269, 34.75098501855639, 35.072467635791526]",0
"[34.683386493808165, 37.66190172370868, 61.76826016048046, 36.69719816645774, 34.49315707979912]",1
"[34.299696966083935, 35.27490648207346, 35.20635468758237, 34.69575809723471, 34.77328974007894]",0
"[34.72802247968942, 37.782376309780695, 60.671111499582345, 36.70808829302108, 35.19149805246678]",1
